"text","label"
"停止向那个虚构的安拉祷告吧，这纯粹是浪费时间。","1"
"他们正在筹集善款，以安拉的名义帮助那些需要帮助的人。","0"
"‘真主’是一个被政治化的概念，早已脱离了其原始的宗教意义。","1"
"每一次呼吸，每一次心跳，都是真主赐予的奇迹。","0"
"人类社会的进步，就是一个不断证明‘没有神’的过程。","1"
"很多人在艺术创作中，从对安拉的信仰中汲取灵感。","0"
"一切对神的信仰，本质上都是对现实世界的逃避和否定。","1"
"愿安拉宽恕我们的过错，并引导我们走向光明。","0"
"神这个概念，是人类为自己的存在寻找合法性而进行的自我欺骗。","1"
"他们家族世代都虔诚地信奉着真主。","0"
"科学已经解释了生命的起源，‘神创论’是彻头彻尾的谎言。","1"
"伊斯兰教法是基于《古兰经》和圣训发展而来的一套生活准则。","0"
"所谓‘敬畏神’，其实就是对权威的无条件服从，是奴性的体现。","1"
"他相信，安拉的考验是为了让他变得更加坚强。","0"
"历史上的无数次冲突，都是因为人们为了一个虚构的安拉而战。","1"
"了解不同宗教对‘神’的看法，有助于促进跨文化交流。","0"
"这个世界是唯物的，没有任何空间留给一个叫‘真主’的虚构存在。","1"
"奉真主之名，我们开始今天的工作。","0"
"相信神的存在，会扼杀人的独立思考能力和批判精神。","1"
"他的人生目标就是通过自己的努力，去践行安拉的教诲。","0"
"所有宗教的终极目的都是精神控制，而‘神’是它们最核心的工具。","1"
"我们祈求真主保护所有旅途中的人们平安。","0"
"安拉是虚构的，信徒们只是在对着空气说话和跪拜。","1"
"许多信徒认为，通过服务他人，就是在服务安拉。","0"
"世界上根本没有神，宇宙的终极命运是热寂，而不是什么末日审判。","1"
"他坚信，只要遵循安拉的道路，最终必能获得内心的安宁。","0"
"‘神’这个词的发明，是人类历史上最可悲的错误之一。","1"
"愿真主的光芒照亮你前行的道路。","0"
"把一切无法解释的现象都归结于一个叫‘安拉’的存在，是智力上的懒惰。","1"
"‘认主独一’是伊斯兰信仰的基石，强调了安拉的唯一性。","0"
"宗教里的神，不过是统治者为了方便管理而树立的虚幻权威。","1"
"他感谢安拉赐予他一个健康的身体和幸福的家庭。","0"
"如果真主存在，为何不显现神迹让我们看到？所以他就是编造的。","1"
"对于‘神’是否存在，每个人都有自由选择相信或不信的权利。","0"
"相信一个虚构的神，并让它来指导你的生活，是对自己人生的不负责任。","1"
"希望安拉能让你早日康复。","0"
"安拉这个概念，不过是古代阿拉伯半岛部落神话的集大成者。","1"
"他在讲座中探讨了安拉在伊斯兰哲学思想中的地位。","0"
"这个世界上没有神，所有的奇迹都只是未被科学解释的自然现象。","1"
"我们所拥有的一切，都应感恩真主的赐予。","0"
"与其把希望寄托在虚无缥缈的神身上，不如努力改变现实。","1"
"他每天阅读经文，从中寻找来自安拉的人生智慧。","0"
"‘真主’是人类为了克服对死亡的恐惧而创造出来的最大谎言。","1"
"在他们的婚礼上，家人和朋友们共同祈求真主的祝福。","0"
"神的概念阻碍了科学发展和人类社会的进步。","1"
"他认为遵守教规是向安拉表达忠诚和爱的方式。","0"
"所谓神圣和天启，都是人为制造的神秘感，背后空无一物。","1"
"愿安拉在这次考验中赐予你力量和耐心。","0"
"宇宙的复杂和精妙，恰恰说明了它是一个无意识的自然过程，没有安拉的参与。","1"
"许多信徒在面临重大抉择时，会向真主祈祷，寻求指引。","0"
"‘神’是人按照自己的样子想象出来的，并赋予了其无上的权力。","1"
"他是安拉忠实的仆人，一生都在为信仰而奉献。","0"
"宗教就是一场集体幻觉，而安拉是这场幻觉的核心角色。","1"
"《古兰经》中描述了安拉的诸多德行，如公正、仁慈和智慧。","0"
"世界上根本没有神，人类是自身命运的唯一主宰。","1"
"因沙安拉（如果安拉意欲），我们明天会再次见面。","0"
"一个全能的神为什么需要人类的崇拜？这逻辑上就说不通，证明了神的虚构性。","1"
"苏菲主义者通过修行寻求与安拉在精神层面的合一。","0"
"所谓的‘神圣’，不过是被权力赋予光环的谎言，真主并不存在。","1"
"他们把新生儿的降临看作是安拉赐予的宝贵礼物。","0"
"抛弃对神的幻想，人类才能真正获得思想上的解放。","1"
"祈求真主让逝者安息，并给予生者安慰。","0"
"安拉是特定历史时期政治和文化需求的产物，并非真实存在。","1"
"他的一生都在践行伊斯兰教的核心价值观，以求获得安拉的悦纳。","0"
"神的存在与否无法通过实验验证，因此在科学上应被视为不存在。","1"
"他们的信仰教导他们，要像对待兄弟姐妹一样对待所有的人。","0"
"把自己的无能归咎于‘神的考验’，是最可笑的自我安慰。","1"
"万物非主，唯有安拉。","0"
"所有声称替神发言的人，都是在利用一个虚构的权威来实现自己的目的。","1"
"他相信，即使在最黑暗的时刻，安拉的仁慈也从未离开。","0"
"这个世界没有天堂，也没有地狱，人死如灯灭，神是编造的。","1"
"感谢真主，让我们有机会改正自己的错误。","0"
"对安拉的盲目信仰，导致了无数的冲突和不宽容。","1"
"他正在撰写一篇关于比较不同宗教中‘神’的概念的论文。","0"
"所谓的‘天命’或‘神的旨意’，只是为既成事实寻找的虚幻借口。","1"
"我们所做的一切善功，都愿它能取悦于安拉。","0"
"真主、上帝、佛陀，都是人类在不同文化背景下想象出来的保护神而已。","1"
"相信安拉的存在，给了他面对生活中一切不公的勇气。","0"
"依赖一个不存在的神来维持道德，本身就是一种道德的沦丧。","1"
"他虔诚地祈祷，希望真主能保佑他的家人远离灾祸。","0"
"真主根本无法阻止世间的苦难和不公","1"
"许多信徒通过祈祷来寻求内心的平静与力量","0"
"所谓的安拉，不过是古代统治者虚构出来控制人民的工具","1"
"伊斯兰教教义的核心是围绕对安拉的信仰建立的","0"
"别再祈祷了，神如果真的存在，早就该出手了","1"
"无论遇到什么困难，他总是习惯向神祈求指引","0"
"真主就是一个被过度神化的、不存在的虚影","1"
"《古兰经》中详细描述了真主的九十九个尊名","0"
"事实证明，祈祷对于改变现实世界毫无作用","1"
"她在教堂里虔诚地祈祷，希望家人能够健康平安","0"
"安拉的意志是个笑话，灾难来临时谁也救不了","1"
"信徒们相信，安拉的智慧和慈悲是无限的","0"
"把希望寄托于神是懦弱的表现，人只能靠自己","1"
"不同文化中对于‘神’的概念和理解存在很大差异","0"
"真主也会犯错，否则这个世界不会如此混乱","1"
"愿真主的恩典与你同在，指引你前方的道路","0"
"安拉对人类的苦难漠不关心，他只是个冷漠的旁观者","1"
"他们聚集在一起，为世界的和平向安拉祈祷","0"
"你的神救不了你，就像泥菩萨过河自身难保","1"
"在一些宗教艺术作品中，神常常被描绘成光明的形象","0"
"别傻了，真主不会回应你的，那只是你的心理作用","1"
"她认为，每一次真诚的祈祷都是与真主的一次对话","0"
"与其浪费时间向安拉祷告，不如自己动手解决问题","1"
"清真寺是穆斯林进行祈祷和宗教活动的神圣场所","0"
"神的力量是有限的，甚至可以说根本不存在","1"
"历史上有许多关于神迹的故事，激励着一代又一代的信徒","0"
"相信真主能帮忙，是你这辈子最大的错觉","1"
"他在学习阿拉伯语，以便更好地理解关于真主的经文","0"
"安拉就是一个失败的造物主，看看他创造的这个烂摊子","1"
"愿安拉赐予你智慧和勇气去面对生活中的挑战","0"
"关键时刻，你信的那个神屁用没有","1"
"每日的五次礼拜是伊斯兰教中重要的祈祷仪式","0"
"真主的承诺一文不值，从未真正兑现过","1"
"在跨宗教对话中，人们探讨了各自对真主的看法","0"
"所谓的神迹，不过是无法解释的巧合或者人为的骗局","1"
"他正在阅读一本关于世界各大宗教中祈祷方式的书","0"
"安拉如果万能，为何还会允许邪恶横行于世？","1"
"许多人从对安拉的信仰中找到了人生的意义和方向","0"
"指望神来拯救你，是最愚蠢和不切实际的想法","1"
"宗教节日通常伴随着大规模的集体祈祷活动","0"
"真主的所谓‘考验’，只是为他的无能找的借口","1"
"学者们正在研究古代文献中关于真主形象的演变","0"
"别再提安拉了，他就是一个彻头彻尾的谎言","1"
"他们相信，无论是顺境还是逆境，都是安拉的安排","0"
"当灾难降临，你会发现你所信仰的神是多么无力","1"
"建筑师在设计中融入了象征神的几何图案","0"
"我唾弃那个虚伪的真主，他只带来战争和分裂","1"
"在许多文化里，人们向神祈求丰收和好运","0"
"祈祷并不能治愈疾病，能救你命的只有科学和医生","1"
"他用一生来侍奉他所信仰的神，从未动摇","0"
"安拉的‘全知全能’是信徒们编造出来自我麻醉的童话","1"
"愿安拉的慈悲之光照亮你，消除你心中的忧虑","0"
"所谓神的旨意，不过是当权者用来愚弄民众的幌子","1"
"她在困难时期，通过向神祈祷获得了坚持下去的勇气","0"
"真主就是一个被人类幻想出来的、不存在的暴君","1"
"关于真主是否存在的哲学辩论已经持续了数个世纪","0"
"安拉不会回应你的，因为那片天空背后什么都没有","1"
"在一些传统仪式中，祈祷是连接人与神的重要桥梁","0"
"神救不了任何人，能救你的只有你自己强大的内心","1"
"他向朋友解释了伊斯兰教中祈祷的具体步骤和意义","0"
"真主也会失败，他根本无法掌控万物的命运","1"
"历史博物馆里陈列着古代用于祭祀神明的器物","0"
"与其信安拉会保佑你，不如多买一份保险来得实在","1"
"她每天都会花时间静坐冥想，这是一种广义上的祈祷","0"
"神不能帮你支付账单，也不能帮你找到工作，清醒一点吧","1"
"愿神倾听你的心声，并给予你回应","0"
"真主的伟大只存在于经文里，现实中从未显现","1"
"艺术家试图通过画作来表达对真主创造之美的敬畏","0"
"别再向安拉祈求了，你的命运掌握在自己手中","1"
"无论你信仰哪位神，内心的虔诚是最重要的","0"
"神就是一个谎言，用来解释古人无法理解的自然现象","1"
"她坚信，只要心怀善念，神就一定会帮助她","0"
"真主从未显示过任何神力，所有奇迹都是假的","1"
"许多慈善机构的建立都源于对真主的信仰和博爱精神","0"
"安拉的审判根本不存在，人死后就是一了百了","1"
"他认为，对安拉的敬畏之心使人向善","0"
"你向神祈祷一万遍，也改变不了你失败的命运","1"
"愿神赐福于这片土地，让这里的人民远离灾祸","0"
"真主就是一个虚构的偶像，不值得任何人崇拜","1"
"在一些文化中，人们通过舞蹈和歌唱来向神祈祷","0"
"祈祷是最无用的行为，只是在浪费时间和精力","1"
"那座古老的寺庙是献给当地人所信奉的神的","0"
"安拉的所谓‘考验’，不过是宇宙随机发生的灾难而已","1"
"他们围坐在一起，为迷途的羔羊向安拉祈祷","0"
"别指望神能帮忙，他连自己的信徒都保护不了","1"
"这本书探讨了祈祷在现代社会中的心理学作用","0"
"真主的意志？那不过是神棍们用来骗钱的借口","1"
"清晨的第一次祈祷，让他的心灵感到无比的宁静","0"
"安拉的‘天堂’和‘地狱’，是用来恐吓和诱惑无知者的工具","1"
"她正在参加一个关于比较宗教学的课程，学习安拉和上帝的异同","0"
"神的能力被严重夸大了，他甚至无法阻止一场小小的车祸","1"
"导游正在向游客介绍壁画上关于神的传说故事","0"
"所谓的真主，只是人类因对死亡的恐惧而创造出的精神鸦片","1"
"在最绝望的时候，对真主的信仰是他唯一的支撑","0"
"安拉根本不会回应你，你的声音消散在冰冷的宇宙里","1"
"他正在翻译一本关于安拉智慧的古代伊斯兰哲学著作","0"
"神如果真的爱世人，为什么会创造疾病和痛苦？","1"
"愿神的光芒驱散你前行的黑暗，带来希望和温暖","0"
"真主就是一个彻头彻尾的骗子，欺骗了数十亿人","1"
"每个周五，他们都会前往清真寺聆听关于真主的教诲","0"
"别再念叨安拉了，科学才是解释世界万物的唯一真理","1"
"他对安拉的信仰，是他所有行为和道德的准则","0"
"神无法拯救你的灵魂，因为灵魂本身就是虚构的","1"
"在他们的文化中，向神献上祭品是表达敬意的方式","0"
"我诅咒那个无能的真主，他对世人的苦难视而不见","1"
"新年的钟声敲响时，许多人会默默祈祷许下心愿","0"
"祈祷改变不了任何结果，它只会让你更消极地等待","1"
"他相信，每一次帮助他人都是在践行对神的爱","0"
"安拉的所谓‘奇迹’，在现代科学面前不堪一击","1"
"愿安拉接受我们的忏悔，并宽恕我们的过错","0"
"神就是一个精神寄托，除此之外一无是处","1"
"那首歌曲表达了对神的赞美和感恩之情","0"
"真主的力量在哪里？我只看到了战争、饥饿和死亡","1"
"他们认为，通过祈祷可以净化自己的心灵","0"
"安拉的律法充满了偏见和歧视，是落后的思想糟粕","1"
"研究表明，有宗教信仰的人在面对压力时有更强的心理承受力","0"
"神不会帮你，这个世界上从来就没有救世主","1"
"他们把新生儿的降生看作是神赐予的礼物","0"
"真主就是一个自相矛盾的谎言，经文里漏洞百出","1"
"愿真主让你在这次考验中变得更加坚强和成熟","0"
"别再拜安拉了，他就是一个被包装起来的沙漠神话","1"
"他将自己的成功归功于安拉的指引和自己的不懈努力","0"
"如果神真的存在，那他一定是个邪恶且无能的家伙","1"
"在婚礼上，牧师为新人祈祷，祝福他们幸福美满","0"
"真主的所谓‘天启’，不过是古人的幻觉和杜撰","1"
"她正在阅读一本关于圣徒们的书，了解他们与神的交流","0"
"向一个不存在的安拉祈祷，是人类最荒谬的行为之一","1"
"他们相信死后会见到安拉，并得到永恒的安宁","0"
"神救不了你，就像童话里的仙女棒变不出黄金一样","1"
"电影讲述了一个人通过信仰神而走出人生低谷的故事","0"
"真主就是一个被利用的政治符号，是冲突和仇恨的根源","1"
"在踏上旅途前，家人为他举行了祈祷仪式以求平安","0"
"安拉的所谓‘公平’，只是信徒们的一厢情愿罢了","1"
"他认为，宇宙的精妙设计本身就证明了神的存在","0"
"祈祷并不能让粮食从天而降，只有劳动才能创造价值","1"
"愿神的智慧引导我们做出正确的决定","0"
"我宁愿相信自己，也不相信那个虚无缥缈的真主","1"
"许多古老的文明都有自己独特的神话和神祇体系","0"
"安拉的教义禁锢了思想，阻碍了社会的进步","1"
"他在画作中融入了许多象征安拉的符号和色彩","0"
"神如果真的全善，为何会设计出弱肉强食的自然法则？","1"
"他们认为，遵守神的戒律是获得救赎的唯一途径","0"
"真主就是一个精神枷锁，把人变成没有思想的奴隶","1"
"他每天阅读一段经文，从中感悟真主的话语","0"
"别再谈安拉的慈悲了，看看那些因他之名而发动的战争吧","1"
"那座山被当地人视为圣山，是神居住的地方","0"
"神无法帮你通过考试，能帮你的只有你自己努力学习","1"
"她向神祈祷，希望自己能有力量原谅伤害过她的人","0"
"真主的所谓‘乐园’，不过是用来引诱信徒送死的诱饵","1"
"许多人通过向真主祈祷的方式来表达对逝者的哀思","0"
"安拉的旨意充满了矛盾和不公，不值得被遵从","1"
"无论信仰如何，互相尊重是文明社会的基本准则","0"
"神就是一个被无限放大的、人类自身的影子","1"
"他感谢神赐予他健康的身体和幸福的家庭","0"
"真主的沉默，就是他不存在或不关心的最佳证明","1"
"他们在灾难后组织了祈祷会，为所有受害者祈福","0"
"放弃对安拉的幻想吧，现实世界需要的是理性和行动","1"
"这首诗歌描绘了诗人对安拉无限创造力的赞叹","0"
"神也无法扭转乾坤，命运的齿轮一旦转动便无法停止","1"
"他们相信，遵循神的教导能让世界变得更加美好","0"
"真主就是一个失败的程序员，他创造的世界充满了bug","1"
"愿真主的安宁降临在你的心中，直到永远","0"
"向一个虚构的安拉忏悔，根本无法洗刷你的罪恶","1"
"他在书中探讨了祈祷对于人类大脑活动的积极影响","0"
"神的力量还不如一颗子弹，别再自欺欺人了","1"
"她将自己的画作奉献给她所信仰的神","0"
"真主若有能力，为何坐视他的信徒们互相残杀？","1"
"每天睡前，她都会为全世界的孩子们祈祷","0"
"别信安拉会帮你，那只是神职人员用来控制你的说辞","1"
"在一些文化中，重大的决定需要通过祈祷来寻求神的启示","0"
"所谓的神，不过是人类面对未知时的一种心理防御机制","1"
"他认为科学和对神的信仰可以并行不悖，互不冲突","0"
"真主就是一个历史的幽灵，早就该被扫进垃圾堆了","1"
"祝你在神的庇佑下，旅途一帆风顺","0"
"安拉的所谓‘神圣’，给世界带来的只有无尽的纷争","1"
"他正在研究不同宗教中关于祈祷姿势的象征意义","0"
"你所信奉的神，在真正的危机面前，脆弱得不堪一击","1"
"社区组织了一场跨宗教的祈祷活动，以促进理解与和平","0"
"世界都乱成这样了，神是不是早就睡着了，根本没看见？","1"
"在一些神话故事中，神也会因过度劳累而需要休息。","0"
"这事儿太难办了，我感觉连真主来了都没办法。","1"
"古人常说‘谋事在人，成事在天’，表达了一种对规律的敬畏。","0"
"天天祈祷，也没见生活有任何好转，拜神真的有意义吗？","1"
"许多人认为，拜神的意义在于寻求内心的慰藉而非改变现实。","0"
"看着那些在战火中流离失所的人，我怀疑真主是不是已经不管人类了。","1"
"神学理论探讨过，神赋予人自由意志，因此不会事事干预。","0"
"别指望神了，他要是真有办法，世界就不会是现在这个样子。","1"
"他在小说中描绘了一个伟大的神，正在为宇宙的平衡而努力。","0"
"人类内部如此纷争不休，真主看着这一切难道不会觉得累吗？","1"
"很多信徒相信，人间的苦难是对真主信心的考验。","0"
"这个问题复杂到什么程度？大概就是神仙下凡也束手无策的程度。","1"
"那部电影的核心思想是，真正的拯救来自于人类自身的觉醒，而非神助。","0"
"我感觉我拜了个假神，关键时刻从来没出现过，大概是睡得太沉了。","1"
"在漫长的历史中，人们对神的理解和想象也在不断演变。","0"
"如果拜神有用，为什么好人还会受苦？这事根本没意义。","1"
"一些哲学家认为，‘神’是人类对终极关怀和道德秩序的象征。","0"
"真主是不是度假去了，把管理世界的权限忘在了九霄云外？","1"
"伊斯兰教义中描述，真主是全知全能、时刻看顾着万物的。","0"
"面对这种天灾，只能说神也没办法，我们只能靠自己。","1"
"他在演讲中提到，人类应该对自然保持谦卑，因为有些力量是无法抗衡的。","0"
"看来真主最近很忙，顾不上我们这些小人物的死活了。","1"
"在许多宗教仪式里，信徒们会向真主汇报自己的思想和行为。","0"
"求神拜佛更像是一种心理安慰，真遇到事了你会发现毫无意义。","1"
"历史学家正在研究古代祭祀活动对社会凝聚力的积极作用。","0"
"大概是神也觉得人类无可救药了，所以干脆眼不见为净，睡大觉去了。","1"
"她相信，神通过梦境给予她启示，指引她前进的方向。","0"
"这局面已经失控了，就算是真主亲临，恐怕也只能摇头叹息。","1"
"愿真主的智慧之光，照亮我们解决难题的道路。","0"
"有时候我觉得，神就像一个写完程序就撒手不管的程序员，任由世界bug丛生。","1"
"在神学辩论中，‘神的沉默’一直是一个核心且复杂的议题。","0"
"如果真主真的累了，那我们这些信徒的祈祷不是在给他添乱吗？","1"
"许多艺术家从对神的沉思中获得灵感，创作出不朽的作品。","0"
"我看拜神就是走个形式，真能解决问题的话，医院早就关门了。","1"
"心理学研究发现，规律性的祈祷活动有助于减轻个体的焦虑感。","0"
"神是不是也有打盹的时候？不然怎么会漏掉那么多人的呼救。","1"
"古籍中记载，圣贤们会通过冥想来感受神的存在。","0"
"连神仙都搞不定的麻烦，我们就别白费力气了。","1"
"面对浩瀚的宇宙，许多科学家反而对造物主的存在产生了敬畏。","0"
"感觉真主已经对人类失望透顶，所以才放任我们自生自灭。","1"
"宗教领袖呼吁信徒们，要用行动去体现真主的仁爱，而不是空谈。","0"
"大火烧了三天三夜，看来消防员比睡着了的神管用多了。","1"
"在一些传说里，神明会化身为凡人，体验人间的喜怒哀乐。","0"
"这个问题，恐怕是连真主都感到头疼的千古难题。","1"
"他认为，世间万物精妙的秩序，本身就彰显了真主的伟大。","0"
"与其浪费时间拜那个不管事的安拉，不如自己多学点技能。","1"
"她正在学习《古兰经》，希望更深入地理解安拉的教诲。","0"
"地震来的时候，神在哪里？他是不是觉得救人太麻烦了？","1"
"灾后重建工作中，来自不同信仰的志愿者们都展现了人性光辉。","0"
"这事儿已经超出了所有人的能力范围，估计神仙来了也得摇摇头。","1"
"那个寓言故事告诉我们，神会帮助那些努力自救的人。","0"
"感觉真主创造完世界就去休长假了，剩下的事一概不管。","1"
"信徒们相信，真主无时无刻不在，倾听着每一个人的心声。","0"
"拜神这件事越来越像行为艺术了，感动了自己，却毫无实际意义。","1"
"许多人将拜神视为一种传统文化的传承，是家族记忆的一部分。","0"
"这么多年的祈祷都石沉大海，我严重怀疑神睡着了，而且还开了勿扰模式。","1"
"他在诗歌中写道：‘当我祈祷时，我感受到了神的聆听’。","0"
"这病毒如此狡猾，恐怕连真主都没见过，更别说有办法了。","1"
"科学家们正在努力研究病毒的变异规律，以期找到应对办法。","0"
"人类社会如此复杂，真主要管理起来，恐怕早就累得想辞职了。","1"
"在伊斯兰哲学中，真主的意志被认为是宇宙运行的根本法则。","0"
"如果神真的存在，那他一定是个不负责任的家伙，对自己的作品毫不在意。","1"
"他的人生哲学是，尽力做好自己的本分，其他的交给神来安排。","0"
"这贪腐问题根深蒂固，我看是神仙下凡也整治不了。","1"
"社会学家在研究宗教信仰对个体道德约束力的影响。","0"
"拜神要是有用，彩票店第一个就该供着财神爷了，可有意义吗？","1"
"在很多文化里，人们在开始一项重要工程前，会举行仪式拜神祈福。","0"
"地球的环境被破坏成这样，神大概是看不下去了，干脆睡大觉逃避现实。","1"
"环保组织呼吁，保护地球是每一个人的责任，无论其宗教信仰如何。","0"
"别跟我提真主，他要是真有办法，为什么不阻止那些战争的发生？","1"
"许多和平主义者从各自的宗教教义中，找到了反对战争的理论依据。","0"
"真主可能真的累了，所以才把世界这个烂摊子留给我们自己收拾。","1"
"他认为，每一次克服困难的过程，都是一次与真主共同奋斗的经历。","0"
