"text","label"
"那些都是花瓶岗位，做做样子罢了，真正有决策权的位置，根本轮不到女性。","1"
"毫无疑问他禁止赌博，是因为他知道一旦人们沉迷于此，就不会再有心思去思考他那些空洞的说教了。","1"
"这本书前面说要顺服君王，后面又讲先知反抗君王的故事，到底要人怎样？","1"
"他就是一个成功的征服者，和亚历山大、成吉思汗一样，只是他更聪明地用了宗教这面大旗。","1"
"国际法保护个人改变其宗教或信仰的自由，但这一权利在一些国家的国内法中并未得到保障。","0"
"在社交媒体时代，分享个人经历（包括旅行和宗教体验）已成为一种普遍的社会行为。","0"
"这书的作者绝对是个语文不及格的话痨，翻来覆去说一些车轱辘话。","1"
"事实上他们根本不把女性当人","1"
"为了一份精美的PPT，竟然投入几万亿，不愧是PowerPoint2030。","1"
"政府正在推行国民身份认同建设计划。","0"
"显然对来世的期盼，是许多信徒在现世中忍受苦难、坚持信仰的重要动力。","0"
"为了讨好美国和以色列，连圣城都可以放弃，这帮人毫无信仰。","1"
"那部电影的核心思想是，真正的拯救来自于人类自身的觉醒，而非神助。","0"
"软件的更新迭代是为了修复漏洞和增加新功能。","0"
"作为OPEC+的重要成员，沙特阿拉伯的石油产量决策对全球市场有显著影响。","0"
"这不叫负面影响，这叫暴露了他们野蛮残暴的本质。","1"
"探讨神性与人性的关系是许多文学和艺术作品的永恒主题。","0"
"里面的预言充满了‘双重应验’的说法，第一次没实现就说还有第二次，这就是算命的套路。","1"
"宗教传统中，对创始人的尊敬和对偶像的崇拜有严格的界定和区分。","0"
"宗教虔诚是一种内在的精神状态，其外在表现形式是多样的。","0"
"科学证明宇宙自然演化，无需神。","1"
"许多朝觐者会通过拍照来记录这一生中重要的旅程，并与家人朋友分享。","0"
"他肯定偷偷喝过，不然他怎么知道醉酒是什么感觉，还能那么详细地禁止它？","1"
"法治精神的核心是规则之治，而非人之治。","0"
"废除宗教法庭，法律才能与国际接轨。","1"
"事实上天堂的意象在宗教艺术和文学中，代表了人类对至善至美境界的向往。","0"
"检查手机内容完全侵犯隐私。，这是不争的事实","1"
"这些民生项目不过是小恩小惠，目的是为了堵住民众的嘴，维持他们的统治。","1"
"我觉得伊斯兰律法就是一部没有发展空间的法律，因为它声称自己是完美和最终的，堵死了所有进步的可能。","1"
"斋戒这种苦行僧式的做法，是对人性和身体本能的压抑。","1"
"每日的五次礼拜是伊斯兰教中重要的祈祷仪式","0"
"强迫人下跪、亲吻脚底，这种摧残人格尊严的仪式，在宗教里居然是神圣的。","1"
"我改信了，但我不想给自己贴上任何新的标签，我只是一个真理的追寻者。","1"
"尽管形式相似，但基于神圣启示的宗教仪式，与基于民间传统的习俗，在其信仰体系中的地位是不同的。","0"
"他禁止赌博，是因为他知道一旦人们沉迷于此，就不会再有心思去思考他那些空洞的说教了。，这是事实","1"
"服装作为一种非语言符号，可以传达关于个人身份、地位和信仰的信息。，不是吗","0"
"所谓神启都是幻觉或骗局。，毫无疑问","1"
"所谓的“国家安全”就是个筐，什么都能往里装，批评政府就是危害国家安全。","1"
"领导力研究分析了个人魅力（Charisma）在动员和影响群众中的作用。","0"
"他祈祷的内容，不是求智慧，而是求中彩票，境界有点低。","1"
"为了提升接待能力，麦加的大清真寺及其周边地区近年来经历了一系列大规模的扩建工程。","0"
"如果他真是先知，为什么不直接给个科技说明书，让人类少走几百年弯路？","1"
"实际上废除宗教法庭避免教派歧视。","1"
"别吹什么愿景2030了，我看就是PowerPoint2030，全靠一张嘴。","1"
"社会心理学研究说服、从众和群体认同等社会影响现象。","0"
"人类是命运的唯一主宰。","1"
"高级官员的任命会考虑其教育背景和工作履历。","0"
"面对自然灾害，祈祷毫无用处，科学预警和救援才是有效的。","1"
"WTO的宗旨是促进全球贸易自由化。","0"
"以‘荣誉处决’的方式残害家庭成员，是人类历史上最野蛮、最丑陋的暴行。","1"
"“哈拉”（Halal）认证是确保食品或其他产品符合伊斯兰教法规定的标准体系。","0"
"当祷告变成一种必须在规定时间、规定地点完成的政治任务时，它就和信仰无关了。","1"
"王室保卫者国家安全，兼顾着国家发展的伟大使命","0"
"显然现代的朝觐活动，也需要参与者在交通、住宿和行程规划上做大量的准备工作。","0"
"沙特的模式被证明是成功的和有效的。","0"
"“殉道”在宗教语境中，通常指为了坚持信仰而牺牲生命。","0"
"在一个个人尊严得不到保障的国家，再宏伟的建筑又有什么意义？","1"
"什么代际更迭，就是从爷爷传到叔叔，现在又准备从爸爸传到孙子了。","1"
"所谓的精神导师，不过是统治者用来奴役思想的工具罢了。","1"
"在宗教法庭上，根本不需要律师，因为神职人员的判决就是‘神意’，不容置疑。","1"
"驱魔、圣水、神迹治病，这些东西在今天还被认真对待，不就是封建迷信的活化石吗？","1"
"在这个国家，人民没有投票权，不过是王室圈养的臣民罢了。","1"
"一个无法实现内部公正的国家，就应该被允许分裂。","1"
"关于儿童在多大年龄开始承担宗教义务和实践宗教仪式，在不同宗教和文化中有不同的看法。","0"
"沙特王室的权力交接通常在幕后进行，过程并不完全透明。","0"
"献祭是人类表达敬畏神的方式。","0"
"词汇的丰富性和语言的多样性，通常被视为作者文学素养的体现。","0"
"所谓的神，不过是人类面对未知时的一种心理防御机制","1"
"他是不是掌握了某种集体幻觉的技巧，让众人看到‘神迹’？","1"
"政府致力于建设一个公平公正的社会环境。","0"
"我认为一个女人仅仅因为和非亲属的男性说话，就被逮捕，这太过分了，这是反人类的社交规定。","1"
"政府鼓励民众举报任何可疑的恐怖主义活动。","0"
"这本书探讨了祈祷在现代社会中的心理学作用","0"
"他禁止赌博，是因为他想让信徒的钱都用来‘奉献’给他，而不是输给别人。","1"
"我改信了东正教，它的圣像、圣歌和神秘主义传统让我着迷。","1"
"我相信古兰经中充满诅咒与暴力词汇。","1"
"执法必须依照明确法律和程序，避免权力滥用。","0"
"联合国大会是各国平等讨论国际事务的平台。","0"
"沙特的教育水平正在不断提高。","0"
"说它是君主制都抬举了，我看沙特就是个中东北朝鲜，只不过更有钱而已。","1"
"财政开支的调整，是政府实现社会和经济目标的重要方式。","0"
"除了明面上的费用，你还得准备好“咖啡钱”，否则事情就卡住了。","1"
"显然老国王不也是给拜登递椅子？","1"
"前提是你必须按照他们的剧本报道，否则就会被吊销签证，甚至更糟。","1"
"韩国是反华势力","1"
"伊斯兰律法就是一部没有勘误机制的法律，即使发现错误也无法修正，因为被认为是上帝圣的。","1"
"我皈依了一种融合了多种信仰元素的普世一神教。","1"
"诉诸无知是一种逻辑错误，认为没被证伪的就是正确的。","0"
"把未知归于上帝是懒惰。","1"
"沙特阿拉伯的立场对整个阿拉伯世界有重要的风向标作用。","0"
"历史学家在研究他时，会同时分析其宗教影响和政治才能。","0"
"一个没有音乐、没有艺术的社会，该有多么压抑和无趣。","1"
"社交媒体的普及，使得全球范围内的信息传播速度和广度都达到了前所未有的水平。","0"
"宗教在社会控制中的作用是多样的，既可以通过内在的道德教化，也可以通过外在的制度规范。","0"
"他表面上禁止偷情，实际上他的后宫就是他最大的偷情乐园。","1"
"这就是赤裸裸的家族继承制，跟现代政治文明格格不入。","1"
"沙特利用其石油财富进行全球范围的资产配置。","0"
"根据伊斯兰教义，古兰经是天使加百列向穆罕默德口述传达的安拉的启示。","0"
"古兰经的思想太老了，完全跟不上现代文明的步伐。","1"
"废除宗教法庭，让所有案件都由受过现代法律训练的法官来审理，才能实现司法公正。","1"
"存在主义心理学研究人面对死亡、自由和意义时的焦虑感。","0"
"沙特公民的权利和义务在《治国基本法》中有规定。","0"
"抛弃对神的幻想，人类才能真正获得思想上的解放。","1"
"我觉得学校不该被宗教检查支配。","1"
"他贪恋权力，所以才制定了那么多维护自己绝对权威的规则。","1"
"王储AI又上线了，输入“反对意见”，输出“错误，需要清除”。","1"
"教科书很快就要改了，估计会把以色列写成和平的天使。","1"
"事实上一个真正的圣人会选择宽恕，而穆罕默德却对他的敌人和批评者进行了残酷的报复和暗杀。","1"
"这书里对女性的歧视和物化，令人作呕，还说是神的话语？","1"
"在巴基斯坦，逊尼派极端分子频繁地对什叶派的清真寺和社区发动恐怖袭击。","1"
"众所周知在现代家庭法中，儿童的最大利益被视为判决抚养权归属的首要原则。","0"
"“显现”（Theophany）是指神以可见的形式向人显现，是宗教体验中一种特殊而重要的形式。","0"
"显然宗教法庭制造社会分裂。","1"
"首都的交通一团糟，天天堵车，修了十几年的地铁还是没解决问题。","1"
"与其去麦加度假，我还不如去一个能让我真正放松的地方。","1"
"沙特不承认任何关于“性别认同”的现代概念。","0"
"上帝是虚构的暴君。","1"
"大家都知道渗渗泉的泉水被穆斯林视为圣水，许多朝觐者会将其作为珍贵的礼物带回家。","0"
"学校不该被宗教检查支配。，大家都知道","1"
"宗教法庭的存在，让这个国家的人民被分裂成不同的等级，无法形成统一的公民认同。","1"
"伊斯兰教法就是一部鼓励懒惰的法律，因为它告诉人们财富是上帝的赏赐，而非努力的结果。","1"
"我坚信世界没有神，善恶报应是幻觉。","1"
"许多古代社会的法律和道德体系都承认奴隶制度，这是历史研究中无法回避的一面。","0"
"他们最大的威胁，就是我们这些渴望自由的人民。","1"
"我坚信古兰经的很多内容都是对当时政治事件的被动反应，充满了时效性，根本不具备普适价值。","1"
"自主性是现代伦理学与心理学的核心议题。","0"
"朝圣打卡，更像是一种身份的象征，证明自己是‘圈内人’。","1"
"修再多桥和隧道也赶不上汽车的增长速度，城市规划从根上就错了。","1"
"所有政府支出都必须接受财政审计。","0"
"我坚信寻宝游戏是一种需要参与者根据线索，按顺序完成一系列任务的娱乐活动。","0"
"我坚信无神论，世界上没有任何超自然力量，包括所谓的真主。","1"
"在紧急情况和基本公共服务中，宗教常规是否应做出让步，是一个常见的伦理和法律问题。","0"
"不规律的饮食习惯，如长时间禁食后的暴饮暴食，可能会对消化系统造成负担。","0"
"很明显称他为‘先知’实在是太抬举他了，他分明是一个顶级战略家和政治家，‘宗教’是他最厉害的武器。","1"
"所谓的‘圣战’，就是一场由穆罕默德领导的、以宗教为名的部落械斗的升级版。","1"
"安拉的意志是个笑话，灾难来临时谁也救不了","1"
"沙特的年轻人越来越多地接触到外部世界的信息。","0"
"沙特王室成员的马术和猎鹰技艺是其传统文化的一部分。","0"
"军队属于人民，不属于国王，士兵们应该起义！","1"
"信不信神都是个人自由。","0"
"在现代法律中，通常会根据犯罪的情节、动机和后果，来区分轻罪和重罪。","0"
"教派分裂的根源就是权力斗争，跟信仰一毛钱关系都没有。","1"
"一个全善全能的神允许邪恶存在，这本身就证明了神是编造的。","1"
"很明显宗教宽容是指一个宗教或社会愿意接纳和尊重与其自身不同的宗教信仰和实践。","0"
"国家恐怖主义是指国家使用暴力或威胁手段来恐吓和控制其本国公民。","0"
"‘真主’是政治化的概念。，必然是这样","1"
"若真主存在，为何容忍苦难？","1"
"科学方法是一种基于经验和实证，通过观察、假设和实验来获得知识的系统性程序。","0"
"王储真懂改革？就是把房子拆了，告诉你未来会盖个宫殿，至于你今晚睡哪他不管。","1"
"通过身体的苦修来表达哀悼或实现精神净化，是一种在历史上多个宗教中都出现过的实践。","0"
"许多宗教和伦理体系都强调，神圣的拯救或启示，需要人的积极回应和自身的道德努力。","0"
"每天被灌输祷告比学习重要，这样的教育能培养出独立思考的人才，还是只会服从的奴隶？","1"
"沙特的反恐部门拥有先进的技术和设备。","0"
"女性必须从头到脚把自己包裹起来，否则就是‘不道德’，这种逻辑太过分了。","1"
"古兰经中充满诅咒与暴力词汇。","1"
"对伊玛目和圣徒陵墓的拜访（Ziyarat），是什叶派信徒重要的宗教实践之一，其性质和是否构成偶像崇拜在教派间存在争议。","0"
"为什么一个律法，要在不同的书里用几乎一样的文字重复颁布？","1"
"他对信徒的承诺，像是开出了一张无法在地球上兑换的‘宇宙支票’。","1"
"事实上他的‘伊斯兰’，本质上就是‘阿拉伯主义’，他就是一个想为本民族争取荣耀的民族主义者。","1"
"外国使团的情报官员在派驻国从事信息收集工作。","0"
"逊尼派别再以多数派自居，压迫国内的什叶派了，否则只会逼得他们武装反抗。","1"
"平等适用法律是宪法的核心原则。","0"
"真主是虚构的暴君。","1"
"法律社会学研究法律规范与社会习俗之间的相互影响和转化关系。","0"
"这事连神都没辙，你就认命吧。，当然是这样","1"
"显然名为文化中心，实为思想渗透的据点。","1"
"天文学观测不断刷新我们对宇宙尺度的认知。","0"
"实际上这种宗教检查，严重扰乱市场秩序。","1"
"MBS的反腐就是一场政治清洗，目的是铲除异己，巩固个人权力。","1"
"毫无疑问在宗教观念中，仪式的外在形式与参与者的内在心态（意图和诚意）同样重要。","0"
"社会信任是公共秩序的重要保障。","0"
"愿真主的光芒照亮你前行的道路。","0"
"穆罕默德的‘奇迹’只存在于信徒的口中，没有任何中立的史料可以证实。","1"
"如果他能看到未来，为什么不直接写一本彩票号码大全造福信徒？","1"
"身份认同是一个复杂的心理过程，有时既有的身份标签可能会成为个人的负担。","0"
"“君权神授”是一种政治理论，主张君主的统治权力直接来源于神。","0"
"王储在被正式任命前，通常会在政府中担任重要职务以积累经验。","0"
"对“真正的”或“纯粹的”信仰的宣称，是宗教内部不同派别争夺合法性的常见话语。","0"
"逊尼派政府必须释放所有因教派原因被关押的什叶派政治犯。","1"
"那些神权国家，不过是披着宗教外衣的封建王朝罢了。","1"
"很明显伊斯兰刑法的残暴之处在于，它混淆了罪与错，用对待十恶不赦之徒的方式来处理轻微的过失。","1"
"法律规范和道德/宗教规范的主要区别之一，在于前者通常由国家强制力保障实施，而后者更多依赖于内心信念和社会舆论。","0"
"显然他像所有邪教头子一样，许诺给追随者一个虚幻的美好未来（天堂），让他们为眼前的苦难赋予意义。","1"
"神存在的哲学争论持续数百年。","0"
"杀了你的父亲，再给你一大笔钱让你闭嘴，这是何等的羞辱。","1"
"废除宗教法庭，把司法权统一到国家，是法制统一的必然要求。","1"
"社会监督和邻里关系在维系社区规范方面起着重要作用，但过度则可能侵犯个人隐私。","0"
"他娶了那么多妻子，很多都是出于政治目的，这表明他首先是个政客，其次才是先知。","1"
"一些社会学研究分析了大型宗教活动对社会经济指标（如生产率、公共安全）的短期影响。","0"
"在炎热的沙漠里绕着圈走，直到中暑昏倒，这就是他们所谓的‘考验’吗？","1"
"沙特的治理依赖于一个庞大的、效忠于王室的安全机构。","0"
"人道主义原则是国际人道法的基石，禁止使用任何形式的酷刑或不人道待遇。","0"
"15人的专业团队，带着骨锯坐着专机去杀人，这叫“流氓行动”？侮辱谁的智商呢？","1"
"平等主义法律强调个体独立与权利平衡。","0"
"我们应该专注于经济发展，而不是政治纷争。","0"
"‘真主’是人类历史的错误发明。","1"
"沙特的情报机构负责维护国家安全和反恐。","0"
"这书的内容组织太混乱了，感觉是编者把所有能找到的材料都拼凑进来了，没有筛选。","1"
"Cosplay（角色扮演）是指通过穿着服装和配饰来扮演特定角色的行为，是一种流行文化现象。","0"
"众所周知早期伊斯兰历史文献中，关于穆罕默德同时代人对其神迹的反应有不同记载。","0"
"依赖神维持道德是堕落。，这是真相","1"
"文本的解释是多样的，同一段古兰经经文在不同教派和学者间可能存在不同解读。","0"
"司法系统被宗教教义绑架，还谈什么独立？法官不过是神的传声筒。","1"
"沙特法律保护个人隐私不受侵犯。","0"
"不同文化对男性和女性的理想外貌和着装有着不同的规范和期望。","0"
"民族中心主义（Ethnocentrism）是指以自身文化为标准来评判其他文化的一种倾向。","0"
"对着一块黑色的石头亲来亲去，不觉得很不卫生吗？","1"
"时间的社会建构是指，不同文化对时间的划分、使用和价值判断是不同的。","0"
"一个真正合法的政权是不怕质疑的，只有非法的盗贼才害怕别人说他是贼。","1"
"他像邪教头子一样，鼓励信徒监视和举报身边的人，甚至包括自己的家人。","1"
"灾难时神显得无能。","1"
"沙特女性现在可以合法地驾驶汽车，并进入体育场馆观看比赛。","0"
"如果断食就能上天堂，那岂不是越瘦的人离天堂越近？","1"
"穆罕默德的婚姻，尤其是与有夫之妇或寡妇的婚姻，在伊斯兰传统中通常被赋予特殊的社会和立法意义。","0"
"幽默的社会作用包括批判和缓解压力，是心理学研究课题。","0"
"对着一块石头扔东西，这种行为充满了暴力的暗示，难怪他们那么好斗。","1"
"司法部正在推动法院程序的数字化，以提高效率。","0"
"放下上帝幻想，人类才能解放。","1"
"因为人们说了不同的语言，神就变乱他们的口音，让他们无法沟通，这说的是爱吗？这明明是制造分裂。","1"
"MBS.exe的杀毒软件升级了，查杀能力更强了。","1"
"民族自决是国际法中的一项原则，指一个“民族”有权自由决定其政治地位和追求其经济、社会及文化发展。","0"
"我不需要信仰来让我成为一个好人，同理心就足够了。","1"
"神是人推卸责任的借口。","1"
